algoritmo;probabilidade_erro;size_of_array;largest_sorted_subarray;k_unordered_sequence;percentual_k_unordered
merge;0.0001;10000;2277;12;0.12
merge;0.0001;10000;2406;9;0.09
merge;0.0001;10000;1379;15;0.15
merge;0.0001;10000;1379;15;0.15
merge;0.0001;10000;2137;7;0.07
merge;0.0001;10000;2717;16;0.16
merge;0.0001;10000;2137;7;0.07
merge;0.0001;10000;3557;10;0.10
merge;0.0001;10000;1827;16;0.16
merge;0.0001;10000;2563;13;0.13
merge;0.0001;10000;2137;7;0.07
merge;0.0001;10000;2405;12;0.12
merge;0.0001;10000;1354;21;0.21
merge;0.0001;10000;2563;13;0.13
merge;0.0001;10000;1827;16;0.16
merge;0.0001;10000;2727;9;0.09
merge;0.0001;10000;3131;16;0.16
merge;0.0001;10000;3131;16;0.16
merge;0.0001;10000;2727;9;0.09
merge;0.0001;10000;3209;10;0.10
merge;0.0001;10000;2277;12;0.12
merge;0.0001;10000;2492;11;0.11
merge;0.0001;10000;2492;11;0.11
merge;0.0001;10000;1981;12;0.12
merge;0.0001;10000;1981;12;0.12
merge;0.0001;10000;2509;15;0.15
merge;0.0001;10000;2492;11;0.11
merge;0.0001;10000;2509;15;0.15
merge;0.0001;10000;1981;12;0.12
merge;0.0001;10000;1981;12;0.12
merge;0.0001;10000;2492;11;0.11
merge;0.0001;10000;3209;10;0.10
merge;0.0001;10000;3209;10;0.10
merge;0.0001;10000;1354;21;0.21
merge;0.0001;10000;3219;8;0.08
merge;0.0001;10000;2563;13;0.13
merge;0.0001;10000;2405;12;0.12
merge;0.0001;10000;2727;9;0.09
merge;0.0001;10000;1827;16;0.16
merge;0.0001;10000;3131;16;0.16
merge;0.0001;10000;3131;16;0.16
merge;0.0001;10000;2727;9;0.09
merge;0.0001;10000;1827;16;0.16
merge;0.0001;10000;3557;10;0.10
merge;0.0001;10000;2137;7;0.07
merge;0.0001;10000;2563;13;0.13
merge;0.0001;10000;2137;7;0.07
merge;0.0001;10000;2717;16;0.16
merge;0.0001;10000;2717;16;0.16
merge;0.0001;10000;1827;16;0.16
merge;0.0001;10000;1379;15;0.15
merge;0.0001;10000;2676;11;0.11
merge;0.0001;10000;2406;9;0.09
merge;0.0001;10000;3602;10;0.10
merge;0.0001;10000;3602;10;0.10
merge;0.0001;10000;2676;11;0.11
merge;0.0001;10000;2676;11;0.11
merge;0.0001;10000;2492;11;0.11
merge;0.0001;10000;2492;11;0.11
merge;0.0001;10000;2676;11;0.11
merge;0.0001;10000;3602;10;0.10
merge;0.0001;10000;2676;11;0.11
merge;0.0001;10000;2406;9;0.09
merge;0.0001;10000;3602;10;0.10
merge;0.0001;10000;2676;11;0.11
merge;0.0001;10000;1379;15;0.15
merge;0.0001;10000;1827;16;0.16
merge;0.0001;10000;2717;16;0.16
merge;0.0001;10000;2717;16;0.16
merge;0.0001;10000;2137;7;0.07
merge;0.0001;10000;2563;13;0.13
merge;0.0001;10000;2137;7;0.07
merge;0.0001;10000;3557;10;0.10
merge;0.0001;10000;1827;16;0.16
merge;0.0001;10000;3131;16;0.16
merge;0.0001;10000;2727;9;0.09
merge;0.0001;10000;1827;16;0.16
merge;0.0001;10000;2727;9;0.09
merge;0.0001;10000;3131;16;0.16
merge;0.0001;10000;2405;12;0.12
merge;0.0001;10000;2563;13;0.13
merge;0.0001;10000;1354;21;0.21
merge;0.0001;10000;3209;10;0.10
merge;0.0001;10000;3209;10;0.10
merge;0.0001;10000;1981;12;0.12
merge;0.0001;10000;2492;11;0.11
merge;0.0001;10000;2509;15;0.15
merge;0.0001;10000;1981;12;0.12
merge;0.0001;10000;2492;11;0.11
merge;0.0001;10000;3209;10;0.10
merge;0.0001;10000;2492;11;0.11
merge;0.0001;10000;1981;12;0.12
merge;0.0001;10000;1981;12;0.12
merge;0.0001;10000;2509;15;0.15
merge;0.0001;10000;3209;10;0.10
merge;0.0001;10000;3209;10;0.10
merge;0.0001;10000;2405;12;0.12
merge;0.0001;10000;1820;11;0.11
merge;0.0001;10000;1354;21;0.21
merge;0.0001;10000;2727;9;0.09
merge;0.0001;10000;3131;16;0.16
merge;0.0001;10000;3131;16;0.16
merge;0.0001;10000;2727;9;0.09
merge;0.0001;10000;3557;10;0.10
merge;0.0001;10000;1827;16;0.16
merge;0.0001;10000;2563;13;0.13
merge;0.0001;10000;3557;10;0.10
merge;0.0001;10000;2137;7;0.07
merge;0.0001;10000;2717;16;0.16
merge;0.0001;10000;2717;16;0.16
merge;0.0001;10000;1379;15;0.15
merge;0.0001;10000;1827;16;0.16
merge;0.0001;10000;1379;15;0.15
merge;0.0001;10000;2277;12;0.12
merge;0.0001;10000;2676;11;0.11
merge;0.0001;10000;3602;10;0.10
merge;0.0001;10000;3602;10;0.10
merge;0.0001;10000;2406;9;0.09
merge;0.0001;10000;2492;11;0.11
merge;0.0001;10000;2676;11;0.11
merge;0.0001;10000;2676;11;0.11
merge;0.0001;10000;2492;11;0.11
merge;0.0001;10000;3602;10;0.10
merge;0.0001;10000;2406;9;0.09
merge;0.0001;10000;2676;11;0.11
merge;0.0001;10000;3602;10;0.10
merge;0.0001;10000;2277;12;0.12
merge;0.0001;10000;1379;15;0.15
merge;0.0001;10000;1827;16;0.16
merge;0.0001;10000;1379;15;0.15
merge;0.0001;10000;2717;16;0.16
merge;0.0001;10000;2717;16;0.16
merge;0.0001;10000;2137;7;0.07
merge;0.0001;10000;3557;10;0.10
merge;0.0001;10000;2563;13;0.13
merge;0.0001;10000;1827;16;0.16
merge;0.0001;10000;3557;10;0.10
merge;0.0001;10000;3131;16;0.16
merge;0.0001;10000;2727;9;0.09
merge;0.0001;10000;2727;9;0.09
merge;0.0001;10000;3131;16;0.16
merge;0.0001;10000;1820;11;0.11
merge;0.0001;10000;1354;21;0.21
merge;0.0001;10000;2405;12;0.12
merge;0.0001;10000;3209;10;0.10
merge;0.0001;10000;3209;10;0.10
merge;0.0001;10000;1981;12;0.12
merge;0.0001;10000;2509;15;0.15
merge;0.0001;10000;2492;11;0.11
merge;0.0001;10000;1981;12;0.12
merge;0.0001;10000;3209;10;0.10
merge;0.0001;10000;2509;15;0.15
merge;0.0001;10000;2837;14;0.14
merge;0.0001;10000;1981;12;0.12
merge;0.0001;10000;2509;15;0.15
merge;0.0001;10000;2401;9;0.09
merge;0.0001;10000;2401;9;0.09
merge;0.0001;10000;2401;9;0.09
merge;0.0001;10000;2727;9;0.09
merge;0.0001;10000;1280;16;0.16
merge;0.0001;10000;1280;16;0.16
merge;0.0001;10000;2727;9;0.09
merge;0.0001;10000;1354;21;0.21
merge;0.0001;10000;2261;11;0.11
merge;0.0001;10000;1354;21;0.21
merge;0.0001;10000;2789;10;0.10
merge;0.0001;10000;2789;10;0.10
merge;0.0001;10000;3036;12;0.12
merge;0.0001;10000;1820;11;0.11
merge;0.0001;10000;1820;11;0.11
merge;0.0001;10000;2943;9;0.09
merge;0.0001;10000;4058;9;0.09
merge;0.0001;10000;3219;8;0.08
merge;0.0001;10000;2717;16;0.16
merge;0.0001;10000;4058;9;0.09
merge;0.0001;10000;2405;12;0.12
merge;0.0001;10000;3036;12;0.12
merge;0.0001;10000;3036;12;0.12
merge;0.0001;10000;3877;10;0.10
merge;0.0001;10000;2215;10;0.10
merge;0.0001;10000;2406;9;0.09
merge;0.0001;10000;1964;10;0.10
merge;0.0001;10000;3602;10;0.10
merge;0.0001;10000;2406;9;0.09
merge;0.0001;10000;1522;20;0.20
merge;0.0001;10000;2261;11;0.11
merge;0.0001;10000;1964;10;0.10
merge;0.0001;10000;1964;10;0.10
merge;0.0001;10000;2261;11;0.11
merge;0.0001;10000;1522;20;0.20
merge;0.0001;10000;3602;10;0.10
merge;0.0001;10000;2406;9;0.09
merge;0.0001;10000;2406;9;0.09
merge;0.0001;10000;1964;10;0.10
merge;0.0001;10000;3877;10;0.10
merge;0.0001;10000;3877;10;0.10
merge;0.0001;10000;3036;12;0.12
merge;0.0001;10000;3036;12;0.12
merge;0.0001;10000;2405;12;0.12
merge;0.0001;10000;4058;9;0.09
merge;0.0001;10000;2717;16;0.16
merge;0.0001;10000;3219;8;0.08
merge;0.0001;10000;2717;16;0.16
merge;0.0001;10000;1820;11;0.11
merge;0.0001;10000;2943;9;0.09
merge;0.0001;10000;3036;12;0.12
merge;0.0001;10000;2689;14;0.14
merge;0.0001;10000;2789;10;0.10
merge;0.0001;10000;2789;10;0.10
merge;0.0001;10000;1354;21;0.21
merge;0.0001;10000;2261;11;0.11
merge;0.0001;10000;1354;21;0.21
merge;0.0001;10000;1280;16;0.16
merge;0.0001;10000;2727;9;0.09
merge;0.0001;10000;2727;9;0.09
merge;0.0001;10000;1280;16;0.16
merge;0.0001;10000;2401;9;0.09
merge;0.0001;10000;2401;9;0.09
merge;0.0001;10000;2401;9;0.09
merge;0.0001;10000;1981;12;0.12
merge;0.0001;10000;2509;15;0.15
merge;0.0001;10000;2509;15;0.15
merge;0.0001;10000;2837;14;0.14
merge;0.0001;10000;2509;15;0.15
merge;0.0001;10000;1981;12;0.12
merge;0.0001;10000;2837;14;0.14
merge;0.0001;10000;2509;15;0.15
merge;0.0001;10000;2837;14;0.14
merge;0.0001;10000;2401;9;0.09
merge;0.0001;10000;2401;9;0.09
merge;0.0001;10000;2727;9;0.09
merge;0.0001;10000;1280;16;0.16
merge;0.0001;10000;1280;16;0.16
merge;0.0001;10000;2727;9;0.09
merge;0.0001;10000;2689;14;0.14
merge;0.0001;10000;1354;21;0.21
merge;0.0001;10000;2789;10;0.10
merge;0.0001;10000;1354;21;0.21
merge;0.0001;10000;2789;10;0.10
merge;0.0001;10000;2789;10;0.10
merge;0.0001;10000;3557;10;0.10
merge;0.0001;10000;2943;9;0.09
merge;0.0001;10000;1820;11;0.11
merge;0.0001;10000;1820;11;0.11
merge;0.0001;10000;3036;12;0.12
merge;0.0001;10000;2717;16;0.16
merge;0.0001;10000;4058;9;0.09
merge;0.0001;10000;2405;12;0.12
merge;0.0001;10000;4058;9;0.09
merge;0.0001;10000;2215;10;0.10
merge;0.0001;10000;3036;12;0.12
merge;0.0001;10000;2215;10;0.10
merge;0.0001;10000;3877;10;0.10
merge;0.0001;10000;2406;9;0.09
merge;0.0001;10000;3602;10;0.10
merge;0.0001;10000;1964;10;0.10
merge;0.0001;10000;2406;9;0.09
merge;0.0001;10000;1964;10;0.10
merge;0.0001;10000;1964;10;0.10
merge;0.0001;10000;2261;11;0.11
merge;0.0001;10000;2261;11;0.11
merge;0.0001;10000;1964;10;0.10
merge;0.0001;10000;1964;10;0.10
merge;0.0001;10000;1964;10;0.10
merge;0.0001;10000;2406;9;0.09
merge;0.0001;10000;2406;9;0.09
merge;0.0001;10000;3602;10;0.10
merge;0.0001;10000;3877;10;0.10
merge;0.0001;10000;2215;10;0.10
merge;0.0001;10000;3036;12;0.12
merge;0.0001;10000;2215;10;0.10
merge;0.0001;10000;4058;9;0.09
merge;0.0001;10000;2405;12;0.12
merge;0.0001;10000;4058;9;0.09
merge;0.0001;10000;2717;16;0.16
merge;0.0001;10000;1820;11;0.11
merge;0.0001;10000;3036;12;0.12
merge;0.0001;10000;2943;9;0.09
merge;0.0001;10000;1820;11;0.11
merge;0.0001;10000;2789;10;0.10
merge;0.0001;10000;3557;10;0.10
merge;0.0001;10000;2789;10;0.10
merge;0.0001;10000;2789;10;0.10
merge;0.0001;10000;1354;21;0.21
merge;0.0001;10000;1354;21;0.21
merge;0.0001;10000;1280;16;0.16
merge;0.0001;10000;2689;14;0.14
merge;0.0001;10000;2727;9;0.09
merge;0.0001;10000;2727;9;0.09
merge;0.0001;10000;1280;16;0.16
merge;0.0001;10000;2401;9;0.09
merge;0.0001;10000;2401;9;0.09
merge;0.0001;10000;2837;14;0.14
merge;0.0001;10000;2837;14;0.14
merge;0.0001;10000;2509;15;0.15
merge;0.0001;10000;2509;15;0.15
merge;0.0001;10000;1981;12;0.12
merge;0.0001;10000;2837;14;0.14
merge;0.0001;10000;1981;12;0.12
merge;0.0001;10000;2509;15;0.15
merge;0.0001;10000;2509;15;0.15
merge;0.0001;10000;2837;14;0.14
merge;0.0001;10000;2401;9;0.09
merge;0.0001;10000;2401;9;0.09
merge;0.0001;10000;2789;10;0.10
merge;0.0001;10000;1354;21;0.21
merge;0.0001;10000;1354;21;0.21
merge;0.0001;10000;1280;16;0.16
merge;0.0001;10000;2727;9;0.09
merge;0.0001;10000;2689;14;0.14
merge;0.0001;10000;2727;9;0.09
merge;0.0001;10000;1280;16;0.16
merge;0.0001;10000;1820;11;0.11
merge;0.0001;10000;2943;9;0.09
merge;0.0001;10000;3036;12;0.12
merge;0.0001;10000;2689;14;0.14
merge;0.0001;10000;1522;20;0.20
merge;0.0001;10000;2943;9;0.09
merge;0.0001;10000;2789;10;0.10
merge;0.0001;10000;2405;12;0.12
merge;0.0001;10000;2717;16;0.16
merge;0.0001;10000;2717;16;0.16
merge;0.0001;10000;2215;10;0.10
merge;0.0001;10000;3877;10;0.10
merge;0.0001;10000;3036;12;0.12
merge;0.0001;10000;3036;12;0.12
merge;0.0001;10000;2215;10;0.10
merge;0.0001;10000;1964;10;0.10
merge;0.0001;10000;3602;10;0.10
merge;0.0001;10000;2406;9;0.09
merge;0.0001;10000;2406;9;0.09
merge;0.0001;10000;1964;10;0.10
merge;0.0001;10000;2261;11;0.11
merge;0.0001;10000;2261;11;0.11
merge;0.0001;10000;2261;11;0.11
merge;0.0001;10000;2261;11;0.11
merge;0.0001;10000;2406;9;0.09
merge;0.0001;10000;1964;10;0.10
merge;0.0001;10000;3602;10;0.10
merge;0.0001;10000;1522;20;0.20
merge;0.0001;10000;1964;10;0.10
merge;0.0001;10000;2215;10;0.10
merge;0.0001;10000;3036;12;0.12
merge;0.0001;10000;3036;12;0.12
merge;0.0001;10000;3877;10;0.10
merge;0.0001;10000;2215;10;0.10
merge;0.0001;10000;2717;16;0.16
merge;0.0001;10000;2717;16;0.16
merge;0.0001;10000;2789;10;0.10
merge;0.0001;10000;1522;20;0.20
merge;0.0001;10000;2943;9;0.09
merge;0.0001;10000;3036;12;0.12
merge;0.0001;10000;2689;14;0.14
merge;0.0001;10000;1820;11;0.11
merge;0.0001;10000;2943;9;0.09
merge;0.0001;10000;2727;9;0.09
merge;0.0001;10000;1280;16;0.16
merge;0.0001;10000;1280;16;0.16
merge;0.0001;10000;2689;14;0.14
merge;0.0001;10000;2727;9;0.09
merge;0.0001;10000;1354;21;0.21
merge;0.0001;10000;1280;16;0.16
merge;0.0001;10000;1354;21;0.21
merge;0.0001;10000;2401;9;0.09
merge;0.0001;10000;2401;9;0.09
merge;0.0001;10000;2509;15;0.15
merge;0.0001;10000;2837;14;0.14
merge;0.0001;10000;1981;12;0.12
merge;0.0001;10000;2509;15;0.15
merge;0.0001;10000;2837;14;0.14
merge;0.0001;10000;2401;9;0.09
merge;0.0001;10000;2837;14;0.14
merge;0.0001;10000;2509;15;0.15
merge;0.0001;10000;2509;15;0.15
merge;0.0001;10000;1981;12;0.12
merge;0.0001;10000;2401;9;0.09
merge;0.0001;10000;2401;9;0.09
merge;0.0001;10000;2261;11;0.11
merge;0.0001;10000;1354;21;0.21
merge;0.0001;10000;1354;21;0.21
merge;0.0001;10000;1280;16;0.16
merge;0.0001;10000;2727;9;0.09
merge;0.0001;10000;2727;9;0.09
merge;0.0001;10000;1280;16;0.16
merge;0.0001;10000;2689;14;0.14
merge;0.0001;10000;3036;12;0.12
merge;0.0001;10000;2943;9;0.09
merge;0.0001;10000;1820;11;0.11
merge;0.0001;10000;2789;10;0.10
merge;0.0001;10000;2789;10;0.10
merge;0.0001;10000;4058;9;0.09
merge;0.0001;10000;2405;12;0.12
merge;0.0001;10000;3877;10;0.10
merge;0.0001;10000;2717;16;0.16
merge;0.0001;10000;2717;16;0.16
merge;0.0001;10000;3877;10;0.10
merge;0.0001;10000;2215;10;0.10
merge;0.0001;10000;3036;12;0.12
merge;0.0001;10000;3036;12;0.12
merge;0.0001;10000;1522;20;0.20
merge;0.0001;10000;1964;10;0.10
merge;0.0001;10000;2406;9;0.09
merge;0.0001;10000;1522;20;0.20
merge;0.0001;10000;3602;10;0.10
merge;0.0001;10000;2261;11;0.11
merge;0.0001;10000;2261;11;0.11
merge;0.0001;10000;2261;11;0.11
merge;0.0001;10000;2261;11;0.11
merge;0.0001;10000;1522;20;0.20
merge;0.0001;10000;3602;10;0.10
merge;0.0001;10000;1964;10;0.10
merge;0.0001;10000;2406;9;0.09
merge;0.0001;10000;1522;20;0.20
merge;0.0001;10000;3036;12;0.12
merge;0.0001;10000;3036;12;0.12
merge;0.0001;10000;2215;10;0.10
merge;0.0001;10000;3877;10;0.10
merge;0.0001;10000;2717;16;0.16
merge;0.0001;10000;2717;16;0.16
merge;0.0001;10000;3877;10;0.10
merge;0.0001;10000;4058;9;0.09
merge;0.0001;10000;2405;12;0.12
merge;0.0001;10000;2789;10;0.10
merge;0.0001;10000;2789;10;0.10
merge;0.0001;10000;2943;9;0.09
merge;0.0001;10000;1820;11;0.11
merge;0.0001;10000;2689;14;0.14
merge;0.0001;10000;3036;12;0.12
merge;0.0001;10000;2727;9;0.09
merge;0.0001;10000;1280;16;0.16
merge;0.0001;10000;1280;16;0.16
merge;0.0001;10000;2727;9;0.09
merge;0.0001;10000;1354;21;0.21
merge;0.0001;10000;1354;21;0.21
merge;0.0001;10000;2261;11;0.11
merge;0.0001;10000;2401;9;0.09
merge;0.0001;10000;2401;9;0.09
merge;0.0001;10000;2509;15;0.15
merge;0.0001;10000;1981;12;0.12
merge;0.0001;10000;2837;14;0.14
merge;0.0001;10000;2509;15;0.15
merge;0.0001;10000;2401;9;0.09
merge;0.01;100;56;3;3.00
merge;0.01;100;37;3;3.00
merge;0.01;100;37;3;3.00
merge;0.01;100;56;3;3.00
merge;0.01;100;37;3;3.00
merge;0.01;100;56;3;3.00
merge;0.01;100;23;9;9.00
merge;0.01;100;66;2;2.00
merge;0.01;100;36;4;4.00
merge;0.01;100;36;5;5.00
merge;0.01;100;36;5;5.00
merge;0.01;100;36;5;5.00
merge;0.01;100;66;2;2.00
merge;0.01;100;36;4;4.00
merge;0.01;100;36;4;4.00
merge;0.01;100;45;4;4.00
merge;0.01;100;45;3;3.00
merge;0.01;100;66;2;2.00
merge;0.01;100;35;5;5.00
merge;0.01;100;66;2;2.00
merge;0.01;100;35;5;5.00
merge;0.01;100;35;5;5.00
merge;0.01;100;23;9;9.00
merge;0.01;100;33;7;7.00
merge;0.01;100;45;3;3.00
merge;0.01;100;45;3;3.00
merge;0.01;100;33;7;7.00
merge;0.01;100;23;9;9.00
merge;0.01;100;33;7;7.00
merge;0.01;100;45;3;3.00
merge;0.01;100;45;3;3.00
merge;0.01;100;33;7;7.00
merge;0.01;100;33;7;7.00
merge;0.01;100;45;3;3.00
merge;0.01;100;45;3;3.00
merge;0.01;100;33;7;7.00
merge;0.01;100;33;7;7.00
merge;0.01;100;45;3;3.00
merge;0.01;100;45;3;3.00
merge;0.01;100;33;7;7.00
merge;0.01;100;33;7;7.00
merge;0.01;100;45;3;3.00
merge;0.01;100;23;9;9.00
merge;0.01;100;23;9;9.00
merge;0.01;100;45;3;3.00
merge;0.01;100;33;7;7.00
merge;0.01;100;35;5;5.00
merge;0.01;100;35;5;5.00
merge;0.01;100;66;2;2.00
merge;0.01;100;35;5;5.00
merge;0.01;100;66;2;2.00
merge;0.01;100;45;3;3.00
merge;0.01;100;36;4;4.00
merge;0.01;100;45;4;4.00
merge;0.01;100;45;4;4.00
merge;0.01;100;36;4;4.00
merge;0.01;100;36;5;5.00
merge;0.01;100;36;5;5.00
merge;0.01;100;36;5;5.00
merge;0.01;100;66;2;2.00
merge;0.01;100;66;2;2.00
merge;0.01;100;23;9;9.00
merge;0.01;100;23;9;9.00
merge;0.01;100;37;3;3.00
merge;0.01;100;37;3;3.00
merge;0.01;100;56;3;3.00
merge;0.01;100;56;3;3.00
merge;0.01;100;37;3;3.00
merge;0.01;100;56;3;3.00
merge;0.01;100;37;3;3.00
merge;0.01;100;37;3;3.00
merge;0.01;100;56;3;3.00
merge;0.01;100;56;3;3.00
merge;0.01;100;23;9;9.00
merge;0.01;100;23;9;9.00
merge;0.01;100;66;2;2.00
merge;0.01;100;66;2;2.00
merge;0.01;100;66;2;2.00
merge;0.01;100;36;5;5.00
merge;0.01;100;36;5;5.00
merge;0.01;100;45;4;4.00
merge;0.01;100;36;4;4.00
merge;0.01;100;36;4;4.00
merge;0.01;100;36;5;5.00
merge;0.01;100;45;4;4.00
merge;0.01;100;66;2;2.00
merge;0.01;100;66;2;2.00
merge;0.01;100;66;2;2.00
merge;0.01;100;35;5;5.00
merge;0.01;100;35;5;5.00
merge;0.01;100;23;9;9.00
merge;0.01;100;45;3;3.00
merge;0.01;100;33;7;7.00
merge;0.01;100;33;7;7.00
merge;0.01;100;45;3;3.00
merge;0.01;100;23;9;9.00
merge;0.01;100;23;9;9.00
merge;0.01;100;33;7;7.00
merge;0.01;100;45;3;3.00
merge;0.01;100;45;3;3.00
merge;0.01;100;33;7;7.00
merge;0.01;100;33;7;7.00
merge;0.01;100;45;3;3.00
merge;0.01;100;45;3;3.00
merge;0.01;100;33;7;7.00
merge;0.01;100;23;9;9.00
merge;0.01;100;45;3;3.00
merge;0.01;100;33;7;7.00
merge;0.01;100;23;9;9.00
merge;0.01;100;23;9;9.00
merge;0.01;100;33;7;7.00
merge;0.01;100;45;3;3.00
merge;0.01;100;35;5;5.00
merge;0.01;100;35;5;5.00
merge;0.01;100;66;2;2.00
merge;0.01;100;66;2;2.00
merge;0.01;100;66;2;2.00
merge;0.01;100;36;4;4.00
merge;0.01;100;45;4;4.00
merge;0.01;100;36;5;5.00
merge;0.01;100;45;4;4.00
merge;0.01;100;36;4;4.00
merge;0.01;100;36;5;5.00
merge;0.01;100;36;5;5.00
merge;0.01;100;66;2;2.00
merge;0.01;100;66;2;2.00
merge;0.01;100;66;2;2.00
merge;0.01;100;23;9;9.00
merge;0.01;100;23;9;9.00
merge;0.01;100;56;3;3.00
merge;0.01;100;37;3;3.00
merge;0.01;100;56;3;3.00
merge;0.01;100;56;3;3.00
merge;0.01;100;37;3;3.00
merge;0.01;100;56;3;3.00
merge;0.01;100;37;3;3.00
merge;0.01;100;56;3;3.00
merge;0.01;100;56;3;3.00
merge;0.01;100;37;3;3.00
merge;0.01;100;23;9;9.00
merge;0.01;100;23;9;9.00
merge;0.01;100;66;2;2.00
merge;0.01;100;36;4;4.00
merge;0.01;100;66;2;2.00
merge;0.01;100;36;5;5.00
merge;0.01;100;36;5;5.00
merge;0.01;100;66;2;2.00
merge;0.01;100;36;4;4.00
merge;0.01;100;36;5;5.00
merge;0.01;100;45;4;4.00
merge;0.01;100;66;2;2.00
merge;0.01;100;36;4;4.00
merge;0.01;100;35;5;5.00
merge;0.01;100;35;5;5.00
merge;0.01;100;66;2;2.00
merge;0.01;100;66;2;2.00
merge;0.01;100;23;9;9.00
merge;0.01;100;45;3;3.00
merge;0.01;100;33;7;7.00
merge;0.01;100;23;9;9.00
merge;0.01;100;23;9;9.00
merge;0.01;100;33;7;7.00
merge;0.01;100;45;3;3.00
merge;0.01;100;33;7;7.00
merge;0.01;100;45;3;3.00
merge;0.01;100;45;3;3.00
merge;0.01;100;33;7;7.00
merge;0.01;100;33;7;7.00
merge;0.01;100;45;3;3.00
merge;0.01;100;45;3;3.00
merge;0.01;100;33;7;7.00
merge;0.01;100;23;9;9.00
merge;0.01;100;45;3;3.00
merge;0.01;100;33;7;7.00
merge;0.01;100;33;7;7.00
merge;0.01;100;45;3;3.00
merge;0.01;100;23;9;9.00
merge;0.01;100;23;9;9.00
merge;0.01;100;66;2;2.00
merge;0.01;100;66;2;2.00
merge;0.01;100;35;5;5.00
merge;0.01;100;35;5;5.00
merge;0.01;100;66;2;2.00
merge;0.01;100;36;4;4.00
merge;0.01;100;36;4;4.00
merge;0.01;100;45;4;4.00
merge;0.01;100;36;5;5.00
merge;0.01;100;66;2;2.00
merge;0.01;100;36;5;5.00
merge;0.01;100;36;5;5.00
merge;0.01;100;66;2;2.00
merge;0.01;100;36;4;4.00
merge;0.01;100;66;2;2.00
merge;0.01;100;23;9;9.00
merge;0.01;100;23;9;9.00
merge;0.01;100;56;3;3.00
merge;0.01;100;37;3;3.00
merge;0.01;100;37;3;3.00
merge;0.01;100;56;3;3.00
merge;0.01;100;56;3;3.00
merge;0.01;100;37;3;3.00
merge;0.01;100;37;3;3.00
merge;0.01;100;56;3;3.00
merge;0.01;100;56;3;3.00
merge;0.01;100;37;3;3.00
merge;0.01;100;23;9;9.00
merge;0.01;100;23;9;9.00
merge;0.01;100;66;2;2.00
merge;0.01;100;36;4;4.00
merge;0.01;100;36;5;5.00
merge;0.01;100;36;5;5.00
merge;0.01;100;36;5;5.00
merge;0.01;100;36;4;4.00
merge;0.01;100;36;4;4.00
merge;0.01;100;66;2;2.00
merge;0.01;100;45;4;4.00
merge;0.01;100;36;4;4.00
merge;0.01;100;35;5;5.00
merge;0.01;100;35;5;5.00
merge;0.01;100;66;2;2.00
merge;0.01;100;66;2;2.00
merge;0.01;100;35;5;5.00
merge;0.01;100;45;3;3.00
merge;0.01;100;33;7;7.00
merge;0.01;100;33;7;7.00
merge;0.01;100;45;3;3.00
merge;0.01;100;23;9;9.00
merge;0.01;100;23;9;9.00
merge;0.01;100;45;3;3.00
merge;0.01;100;33;7;7.00
merge;0.01;100;45;3;3.00
merge;0.01;100;33;7;7.00
merge;0.01;100;33;7;7.00
merge;0.01;100;45;3;3.00
merge;0.01;100;45;3;3.00
merge;0.01;100;33;7;7.00
merge;0.01;100;33;7;7.00
merge;0.01;100;45;3;3.00
merge;0.01;100;23;9;9.00
merge;0.01;100;33;7;7.00
merge;0.01;100;45;3;3.00
merge;0.01;100;45;3;3.00
merge;0.01;100;33;7;7.00
merge;0.01;100;23;9;9.00
merge;0.01;100;33;7;7.00
merge;0.01;100;45;3;3.00
merge;0.01;100;35;5;5.00
merge;0.01;100;66;2;2.00
merge;0.01;100;66;2;2.00
merge;0.01;100;35;5;5.00
merge;0.01;100;35;5;5.00
merge;0.01;100;45;4;4.00
merge;0.01;100;36;4;4.00
merge;0.01;100;36;4;4.00
merge;0.01;100;66;2;2.00
merge;0.01;100;36;4;4.00
merge;0.01;100;36;5;5.00
merge;0.01;100;36;5;5.00
merge;0.01;100;36;5;5.00
merge;0.01;100;36;4;4.00
merge;0.01;100;66;2;2.00
merge;0.01;100;23;9;9.00
merge;0.01;100;23;9;9.00
merge;0.01;100;56;3;3.00
merge;0.01;100;37;3;3.00
merge;0.01;100;37;3;3.00
merge;0.01;100;56;3;3.00
merge;0.01;100;37;3;3.00
merge;0.01;100;37;3;3.00
merge;0.01;100;56;3;3.00
merge;0.01;100;56;3;3.00
merge;0.01;100;37;3;3.00
merge;0.01;100;56;3;3.00
merge;0.01;100;45;4;4.00
merge;0.01;100;45;4;4.00
merge;0.01;100;36;4;4.00
merge;0.01;100;36;4;4.00
merge;0.01;100;100;0;0.00
merge;0.01;100;36;4;4.00
merge;0.01;100;36;4;4.00
merge;0.01;100;36;4;4.00
merge;0.01;100;100;0;0.00
merge;0.01;100;100;0;0.00
merge;0.01;100;36;4;4.00
merge;0.01;100;45;4;4.00
merge;0.01;100;45;4;4.00
merge;0.01;100;36;4;4.00
merge;0.01;100;45;4;4.00
merge;0.01;100;36;4;4.00
merge;0.01;100;36;4;4.00
merge;0.01;100;35;5;5.00
merge;0.01;100;36;4;4.00
merge;0.01;100;92;1;1.00
merge;0.01;100;33;7;7.00
merge;0.01;100;35;5;5.00
merge;0.01;100;23;9;9.00
merge;0.01;100;35;5;5.00
merge;0.01;100;92;1;1.00
merge;0.01;100;35;5;5.00
merge;0.01;100;35;5;5.00
